Gene Accession Number,Gene Definition,Sample Source,Gene Organism,Isolation Source,Collection Date,Collection Country,Taxon ID,BioProject,BioSample,Assembly,Reference_1,Reference_2,Reference_3,Reference_4,Reference_5,Reference_6,Reference_7,Reference_8,Reference_9,Reference_10,Reference_11,Reference_12,Reference_13,Reference_14,Reference_15,Reference_16,Reference_17,Reference_18,Reference_19,Reference_20,Reference_21,Reference_22,Reference_23,Reference_24,Reference_25,Reference_26,Reference_27,Reference_28,Reference_29,Reference_30,Reference_31,new_collection_date
NZ_CP014294.1,"Klebsiella pneumoniae strain KP38731, complete genome",Klebsiella pneumoniae,Klebsiella pneumoniae,,01-Dec-2015,,taxon:573,BioProject:PRJNA224116,BioSample:SAMN04457965,Assembly:GCF_002009075.1,Whole genome sequencing of Klebsiella pneumoniae and Acenitobacter baumannii,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-12-01 00:00:00
NZ_CP014297.1,Klebsiella pneumoniae strain KP38731 plasmid unnamed13 sequence,Klebsiella pneumoniae,Klebsiella pneumoniae,,01-Dec-2015,,taxon:573,BioProject:PRJNA224116,BioSample:SAMN04457965,Assembly:GCF_002009075.1,Whole genome sequencing of Klebsiella pneumoniae and Acenitobacter baumannii,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-12-01 00:00:00
NZ_CP014299.1,"Klebsiella pneumoniae strain KP38731 plasmid unnamed3, complete sequence",Klebsiella pneumoniae,Klebsiella pneumoniae,,01-Dec-2015,,taxon:573,BioProject:PRJNA224116,BioSample:SAMN04457965,Assembly:GCF_002009075.1,Whole genome sequencing of Klebsiella pneumoniae and Acenitobacter baumannii,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-12-01 00:00:00
NZ_CP018945.1,"Escherichia coli strain Ecol_224 plasmid pEC224_KPC, complete sequence",Escherichia coli,Escherichia coli,,2010,Viet Nam: Hanoi,taxon:562,BioProject:PRJNA224116,BioSample:SAMN05511177,Assembly:GCF_002011945.1,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-01-01 00:00:00
NZ_CP018954.1,"Escherichia coli strain Ecol_316 plasmid pEC316_3, complete sequence",Escherichia coli,Escherichia coli,,2011,USA: Caguas,taxon:562,BioProject:PRJNA224116,BioSample:SAMN05511183,Assembly:GCF_002011985.1,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-01 00:00:00
NZ_CP018956.1,"Escherichia coli strain Ecol_316 plasmid pEC316_KPC, complete sequence",Escherichia coli,Escherichia coli,,2011,USA: Caguas,taxon:562,BioProject:PRJNA224116,BioSample:SAMN05511183,Assembly:GCF_002011985.1,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-01 00:00:00
NZ_CP018964.1,"Escherichia coli strain Ecol_517 plasmid pEC517_1, complete sequence",Escherichia coli,Escherichia coli,,2011,Brazil: Rio de Janeiro,taxon:562,BioProject:PRJNA224116,BioSample:SAMN05511179,Assembly:GCF_002012005.1,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-01 00:00:00
NZ_CP018977.1,"Escherichia coli strain Ecol_656 plasmid pEC656_KPC, complete sequence",Escherichia coli,Escherichia coli,,2012,USA: Caguas,taxon:562,BioProject:PRJNA224116,BioSample:SAMN05511161,Assembly:GCF_002012065.1,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-01 00:00:00
NZ_CP018990.1,"Escherichia coli strain Ecol_AZ146 plasmid pECAZ146_1, complete sequence",Escherichia coli,Escherichia coli,,2012,Italy: Pisa,taxon:562,BioProject:PRJNA224116,BioSample:SAMN05511152,Assembly:GCF_002012085.1,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-01 00:00:00
NZ_CP018994.1,"Escherichia coli strain Ecol_AZ147 plasmid pECAZ147_1, complete sequence",Escherichia coli,Escherichia coli,,2012,Israel: Kfar Sava,taxon:562,BioProject:PRJNA224116,BioSample:SAMN05511182,Assembly:GCF_002012105.1,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-01 00:00:00
NZ_CP019001.1,"Escherichia coli strain Ecol_AZ155 plasmid pECAZ155_KPC, complete sequence",Escherichia coli,Escherichia coli,,2013,China: Beijing,taxon:562,BioProject:PRJNA224116,BioSample:SAMN05511168,Assembly:GCF_002012125.1,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-01 00:00:00
NZ_CP019006.1,"Escherichia coli strain Ecol_AZ159 plasmid pECAZ159_2, complete sequence",Escherichia coli,Escherichia coli,,2013,Colombia: Bogota,taxon:562,BioProject:PRJNA224116,BioSample:SAMN05511159,Assembly:GCF_002012145.1,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-01 00:00:00
NZ_CP019014.1,"Escherichia coli strain Ecol_AZ162 plasmid pECAZ162_KPC, complete sequence",Escherichia coli,Escherichia coli,,2013,USA: Boston,taxon:562,BioProject:PRJNA224116,BioSample:SAMN05511185,Assembly:GCF_002012165.1,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-01 00:00:00
NZ_CP018961.1,"Escherichia coli strain Ecol_422 plasmid pEC422_1, complete sequence",Escherichia coli,Escherichia coli,,2011,Ecuador: Quito,taxon:562,BioProject:PRJNA224116,BioSample:SAMN05511153,Assembly:GCF_002012185.1,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-01 00:00:00
NZ_CP018960.1,"Escherichia coli strain Ecol_422 plasmid pEC422_2, complete sequence",Escherichia coli,Escherichia coli,,2011,Ecuador: Quito,taxon:562,BioProject:PRJNA224116,BioSample:SAMN05511153,Assembly:GCF_002012185.1,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-01 00:00:00
NZ_CP018959.1,"Escherichia coli strain Ecol_422 plasmid pEC422_KPC, complete sequence",Escherichia coli,Escherichia coli,,2011,Ecuador: Quito,taxon:562,BioProject:PRJNA224116,BioSample:SAMN05511153,Assembly:GCF_002012185.1,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-01 00:00:00
NZ_CP018982.1,"Escherichia coli strain Ecol_867 plasmid pEC867_1, complete sequence",Escherichia coli,Escherichia coli,,2013,Canada: Toronto,taxon:562,BioProject:PRJNA224116,BioSample:SAMN05511148,Assembly:GCF_002012205.1,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-01 00:00:00
NZ_CP019028.1,"Escherichia coli strain Ecol_881 plasmid pEC881_1, complete sequence",Escherichia coli,Escherichia coli,,2013,Colombia: Cali,taxon:562,BioProject:PRJNA224116,BioSample:SAMN05511150,Assembly:GCF_002012225.1,Unpublished,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-01 00:00:00
NZ_CP019026.1,"Escherichia coli strain Ecol_881 plasmid pEC881_KPC, complete sequence",Escherichia coli,Escherichia coli,,2013,Colombia: Cali,taxon:562,BioProject:PRJNA224116,BioSample:SAMN05511150,Assembly:GCF_002012225.1,Unpublished,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-01 00:00:00
NZ_CP018998.1,"Escherichia coli strain Ecol_AZ153 plasmid pECAZ153_2, complete sequence",Escherichia coli,Escherichia coli,,2013,China: Beijing,taxon:562,BioProject:PRJNA224116,BioSample:SAMN05511160,Assembly:GCF_002012245.1,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-01 00:00:00
NZ_CP018999.1,"Escherichia coli strain Ecol_AZ153 plasmid pECAZ153_KPC, complete sequence",Escherichia coli,Escherichia coli,,2013,China: Beijing,taxon:562,BioProject:PRJNA224116,BioSample:SAMN05511160,Assembly:GCF_002012245.1,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-01 00:00:00
NZ_CP019009.1,"Escherichia coli strain Ecol_AZ161 plasmid pECAZ161_3, complete sequence",Escherichia coli,Escherichia coli,,2013,USA: Lafayette,taxon:562,BioProject:PRJNA224116,BioSample:SAMN05511166,Assembly:GCF_002012265.1,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-01 00:00:00
NZ_CP019017.1,"Escherichia coli strain Ecol_244 plasmid pEC244_KPC, complete sequence",Escherichia coli,Escherichia coli,,2010,Argentina: Buenos Aires,taxon:562,BioProject:PRJNA224116,BioSample:SAMN05511157,Assembly:GCF_002012305.1,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-01-01 00:00:00
NZ_CP019952.1,"Pseudomonas parafulva strain PRS09-11288 chromosome, complete genome",Pseudomonas parafulva,Pseudomonas parafulva,,,,taxon:157782,BioProject:PRJNA224116,BioSample:SAMN06447730,Assembly:GCF_002021815.1,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CP011532.1,"Xanthomonas oryzae pv. oryzae strain XF89b chromosome, complete genome",Xanthomonas oryzae pv. oryzae,Xanthomonas oryzae pv. oryzae,,1987-10,Taiwan: Taichung,taxon:64187,BioProject:PRJNA224116,BioSample:SAMN03729481,Assembly:GCF_002023005.1,Genome sequence of Xanthomonas oryzae pv. oryzae in Taiwan,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987-10-01 00:00:00
NZ_CP019730.1,"Pseudomonas syringae pv. actinidiae strain CRAFRU 12.29 chromosome, complete genome",Pseudomonas syringae pv. actinidiae,Pseudomonas syringae pv. actinidiae,,2011,Italy: Piemonte,taxon:103796,BioProject:PRJNA224116,BioSample:SAMN06323270,Assembly:GCF_002024285.1,Pseudomonas syringae pv. actinidiae CRAFRU 12.29,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-01 00:00:00
NZ_CP019730.1,"Pseudomonas syringae pv. actinidiae strain CRAFRU 12.29 chromosome, complete genome",Pseudomonas syringae pv. actinidiae,Pseudomonas syringae pv. actinidiae,,2011,Italy: Piemonte,taxon:103796,BioProject:PRJNA224116,BioSample:SAMN06323270,Assembly:GCF_002024285.1,Pseudomonas syringae pv. actinidiae CRAFRU 12.29,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-01 00:00:00
NZ_CP019730.1,"Pseudomonas syringae pv. actinidiae strain CRAFRU 12.29 chromosome, complete genome",Pseudomonas syringae pv. actinidiae,Pseudomonas syringae pv. actinidiae,,2011,Italy: Piemonte,taxon:103796,BioProject:PRJNA224116,BioSample:SAMN06323270,Assembly:GCF_002024285.1,Pseudomonas syringae pv. actinidiae CRAFRU 12.29,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-01 00:00:00
NZ_CP019730.1,"Pseudomonas syringae pv. actinidiae strain CRAFRU 12.29 chromosome, complete genome",Pseudomonas syringae pv. actinidiae,Pseudomonas syringae pv. actinidiae,,2011,Italy: Piemonte,taxon:103796,BioProject:PRJNA224116,BioSample:SAMN06323270,Assembly:GCF_002024285.1,Pseudomonas syringae pv. actinidiae CRAFRU 12.29,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-01 00:00:00
NZ_CP019730.1,"Pseudomonas syringae pv. actinidiae strain CRAFRU 12.29 chromosome, complete genome",Pseudomonas syringae pv. actinidiae,Pseudomonas syringae pv. actinidiae,,2011,Italy: Piemonte,taxon:103796,BioProject:PRJNA224116,BioSample:SAMN06323270,Assembly:GCF_002024285.1,Pseudomonas syringae pv. actinidiae CRAFRU 12.29,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-01 00:00:00
NZ_CP019730.1,"Pseudomonas syringae pv. actinidiae strain CRAFRU 12.29 chromosome, complete genome",Pseudomonas syringae pv. actinidiae,Pseudomonas syringae pv. actinidiae,,2011,Italy: Piemonte,taxon:103796,BioProject:PRJNA224116,BioSample:SAMN06323270,Assembly:GCF_002024285.1,Pseudomonas syringae pv. actinidiae CRAFRU 12.29,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-01 00:00:00
NZ_CP019730.1,"Pseudomonas syringae pv. actinidiae strain CRAFRU 12.29 chromosome, complete genome",Pseudomonas syringae pv. actinidiae,Pseudomonas syringae pv. actinidiae,,2011,Italy: Piemonte,taxon:103796,BioProject:PRJNA224116,BioSample:SAMN06323270,Assembly:GCF_002024285.1,Pseudomonas syringae pv. actinidiae CRAFRU 12.29,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-01 00:00:00
NZ_CP019730.1,"Pseudomonas syringae pv. actinidiae strain CRAFRU 12.29 chromosome, complete genome",Pseudomonas syringae pv. actinidiae,Pseudomonas syringae pv. actinidiae,,2011,Italy: Piemonte,taxon:103796,BioProject:PRJNA224116,BioSample:SAMN06323270,Assembly:GCF_002024285.1,Pseudomonas syringae pv. actinidiae CRAFRU 12.29,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-01 00:00:00
NZ_CP019730.1,"Pseudomonas syringae pv. actinidiae strain CRAFRU 12.29 chromosome, complete genome",Pseudomonas syringae pv. actinidiae,Pseudomonas syringae pv. actinidiae,,2011,Italy: Piemonte,taxon:103796,BioProject:PRJNA224116,BioSample:SAMN06323270,Assembly:GCF_002024285.1,Pseudomonas syringae pv. actinidiae CRAFRU 12.29,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-01 00:00:00
NZ_CP019730.1,"Pseudomonas syringae pv. actinidiae strain CRAFRU 12.29 chromosome, complete genome",Pseudomonas syringae pv. actinidiae,Pseudomonas syringae pv. actinidiae,,2011,Italy: Piemonte,taxon:103796,BioProject:PRJNA224116,BioSample:SAMN06323270,Assembly:GCF_002024285.1,Pseudomonas syringae pv. actinidiae CRAFRU 12.29,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-01 00:00:00
NZ_CP019732.1,"Pseudomonas syringae pv. actinidiae strain CRAFRU 14.08 chromosome, complete genome",Pseudomonas syringae pv. actinidiae,Pseudomonas syringae pv. actinidiae,,2010,Portugal,taxon:103796,BioProject:PRJNA224116,BioSample:SAMN06323273,Assembly:GCF_002024305.1,Pseudomonas syringae pv. actinidiae CRAFRU 14.08,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-01-01 00:00:00
NZ_CP019732.1,"Pseudomonas syringae pv. actinidiae strain CRAFRU 14.08 chromosome, complete genome",Pseudomonas syringae pv. actinidiae,Pseudomonas syringae pv. actinidiae,,2010,Portugal,taxon:103796,BioProject:PRJNA224116,BioSample:SAMN06323273,Assembly:GCF_002024305.1,Pseudomonas syringae pv. actinidiae CRAFRU 14.08,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-01-01 00:00:00
NZ_CP019732.1,"Pseudomonas syringae pv. actinidiae strain CRAFRU 14.08 chromosome, complete genome",Pseudomonas syringae pv. actinidiae,Pseudomonas syringae pv. actinidiae,,2010,Portugal,taxon:103796,BioProject:PRJNA224116,BioSample:SAMN06323273,Assembly:GCF_002024305.1,Pseudomonas syringae pv. actinidiae CRAFRU 14.08,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-01-01 00:00:00
NZ_CP019732.1,"Pseudomonas syringae pv. actinidiae strain CRAFRU 14.08 chromosome, complete genome",Pseudomonas syringae pv. actinidiae,Pseudomonas syringae pv. actinidiae,,2010,Portugal,taxon:103796,BioProject:PRJNA224116,BioSample:SAMN06323273,Assembly:GCF_002024305.1,Pseudomonas syringae pv. actinidiae CRAFRU 14.08,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-01-01 00:00:00
NZ_CP019732.1,"Pseudomonas syringae pv. actinidiae strain CRAFRU 14.08 chromosome, complete genome",Pseudomonas syringae pv. actinidiae,Pseudomonas syringae pv. actinidiae,,2010,Portugal,taxon:103796,BioProject:PRJNA224116,BioSample:SAMN06323273,Assembly:GCF_002024305.1,Pseudomonas syringae pv. actinidiae CRAFRU 14.08,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-01-01 00:00:00
NZ_CP019732.1,"Pseudomonas syringae pv. actinidiae strain CRAFRU 14.08 chromosome, complete genome",Pseudomonas syringae pv. actinidiae,Pseudomonas syringae pv. actinidiae,,2010,Portugal,taxon:103796,BioProject:PRJNA224116,BioSample:SAMN06323273,Assembly:GCF_002024305.1,Pseudomonas syringae pv. actinidiae CRAFRU 14.08,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-01-01 00:00:00
NZ_CP019732.1,"Pseudomonas syringae pv. actinidiae strain CRAFRU 14.08 chromosome, complete genome",Pseudomonas syringae pv. actinidiae,Pseudomonas syringae pv. actinidiae,,2010,Portugal,taxon:103796,BioProject:PRJNA224116,BioSample:SAMN06323273,Assembly:GCF_002024305.1,Pseudomonas syringae pv. actinidiae CRAFRU 14.08,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-01-01 00:00:00
NZ_CP019732.1,"Pseudomonas syringae pv. actinidiae strain CRAFRU 14.08 chromosome, complete genome",Pseudomonas syringae pv. actinidiae,Pseudomonas syringae pv. actinidiae,,2010,Portugal,taxon:103796,BioProject:PRJNA224116,BioSample:SAMN06323273,Assembly:GCF_002024305.1,Pseudomonas syringae pv. actinidiae CRAFRU 14.08,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-01-01 00:00:00
NZ_CP019732.1,"Pseudomonas syringae pv. actinidiae strain CRAFRU 14.08 chromosome, complete genome",Pseudomonas syringae pv. actinidiae,Pseudomonas syringae pv. actinidiae,,2010,Portugal,taxon:103796,BioProject:PRJNA224116,BioSample:SAMN06323273,Assembly:GCF_002024305.1,Pseudomonas syringae pv. actinidiae CRAFRU 14.08,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-01-01 00:00:00
NZ_CP019732.1,"Pseudomonas syringae pv. actinidiae strain CRAFRU 14.08 chromosome, complete genome",Pseudomonas syringae pv. actinidiae,Pseudomonas syringae pv. actinidiae,,2010,Portugal,taxon:103796,BioProject:PRJNA224116,BioSample:SAMN06323273,Assembly:GCF_002024305.1,Pseudomonas syringae pv. actinidiae CRAFRU 14.08,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-01-01 00:00:00
NZ_CP019947.1,"Pseudomonas sp. CC6-YY-74 chromosome, complete genome",Pseudomonas sp. CC6-YY-74,Pseudomonas sp. CC6-YY-74,Arctic Ocean sediment,2014-07,,taxon:1930532,BioProject:PRJNA224116,BioSample:SAMN06394991,Assembly:GCF_002025205.1,Complete genome sequence of a denitrifying bacterium Pseudomonas sp. CC6-YY-74 isolated from Arctic Ocean sediment,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-07-01 00:00:00
NZ_CP019947.1,"Pseudomonas sp. CC6-YY-74 chromosome, complete genome",Pseudomonas sp. CC6-YY-74,Pseudomonas sp. CC6-YY-74,Arctic Ocean sediment,2014-07,,taxon:1930532,BioProject:PRJNA224116,BioSample:SAMN06394991,Assembly:GCF_002025205.1,Complete genome sequence of a denitrifying bacterium Pseudomonas sp. CC6-YY-74 isolated from Arctic Ocean sediment,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-07-01 00:00:00
NZ_CP020048.1,"Escherichia coli strain AR_0118 chromosome, complete genome",Escherichia coli,Escherichia coli,,,,taxon:562,BioProject:PRJNA224116,BioSample:SAMN04014959,Assembly:GCF_002055635.1,Whole genome sequencing of Escherichia coli AR_0118,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CP020049.1,"Escherichia coli strain AR_0118 plasmid unitig_1, complete sequence",Escherichia coli,Escherichia coli,,,,taxon:562,BioProject:PRJNA224116,BioSample:SAMN04014959,Assembly:GCF_002055635.1,Whole genome sequencing of Escherichia coli AR_0118,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CP020052.1,"Proteus mirabilis strain AR_0059 chromosome, complete genome",Proteus mirabilis,Proteus mirabilis,,,,taxon:584,BioProject:PRJNA224116,BioSample:SAMN04014900,Assembly:GCF_002055685.1,Whole genome sequencing of Proteus mirabilis AR_0059,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CP020062.1,"Klebsiella pneumoniae strain AR_0117 plasmid unitig_1, complete sequence",Klebsiella pneumoniae,Klebsiella pneumoniae,,,,taxon:573,BioProject:PRJNA224116,BioSample:SAMN04014958,Assembly:GCF_002055765.1,Whole genome sequencing of Klebsiella pneumoniae AR_0117,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CP020066.1,"Klebsiella pneumoniae strain AR_0117 plasmid unitig_5, complete sequence",Klebsiella pneumoniae,Klebsiella pneumoniae,,,,taxon:573,BioProject:PRJNA224116,BioSample:SAMN04014958,Assembly:GCF_002055765.1,Whole genome sequencing of Klebsiella pneumoniae AR_0117,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CP020068.1,"Klebsiella pneumoniae strain AR_0068 plasmid unitig_1, complete sequence",Klebsiella pneumoniae,Klebsiella pneumoniae,,,,taxon:573,BioProject:PRJNA224116,BioSample:SAMN04014909,Assembly:GCF_002055855.1,Whole genome sequencing of Klebsiella pneumoniae AR_0068,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CP020059.1,"Escherichia coli strain AR_0061 plasmid unitig_1, complete sequence",Escherichia coli,Escherichia coli,,,,taxon:562,BioProject:PRJNA224116,BioSample:SAMN04014902,Assembly:GCF_002056065.1,Whole genome sequencing of Escherichia coli AR_0061,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CP020060.1,"Escherichia coli strain AR_0061 plasmid unitig_2, complete sequence",Escherichia coli,Escherichia coli,,,,taxon:562,BioProject:PRJNA224116,BioSample:SAMN04014902,Assembly:GCF_002056065.1,Whole genome sequencing of Escherichia coli AR_0061,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CP020056.1,"Escherichia coli strain AR_0069 plasmid unitig_2, complete sequence",Escherichia coli,Escherichia coli,,,,taxon:562,BioProject:PRJNA224116,BioSample:SAMN04014910,Assembly:GCF_002056145.1,Whole genome sequencing of Escherichia coli AR_0069,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CP020071.1,"Klebsiella pneumoniae strain AR_0115 chromosome, complete genome",Klebsiella pneumoniae,Klebsiella pneumoniae,,,,taxon:573,BioProject:PRJNA224116,BioSample:SAMN04014956,Assembly:GCF_002056385.1,Whole genome sequencing of Klebsiella pneumoniae AR_0115,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CP020072.1,"Klebsiella pneumoniae strain AR_0115 plasmid tig00000002, complete sequence",Klebsiella pneumoniae,Klebsiella pneumoniae,,,,taxon:573,BioProject:PRJNA224116,BioSample:SAMN04014956,Assembly:GCF_002056385.1,Whole genome sequencing of Klebsiella pneumoniae AR_0115,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CP020073.1,"Klebsiella pneumoniae strain AR_0115 plasmid tig00000003, complete sequence",Klebsiella pneumoniae,Klebsiella pneumoniae,,,,taxon:573,BioProject:PRJNA224116,BioSample:SAMN04014956,Assembly:GCF_002056385.1,Whole genome sequencing of Klebsiella pneumoniae AR_0115,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CP020108.1,"Klebsiella pneumoniae strain AR_0098 chromosome, complete genome",Klebsiella pneumoniae,Klebsiella pneumoniae,,,,taxon:573,BioProject:PRJNA224116,BioSample:SAMN04014939,Assembly:GCF_002056475.1,Whole genome sequencing of Klebsiella pneumoniae AR_0098,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
